,LotId,State,City,Zipcode,Baths,Beds,Price
2804,1001416962.0,DC,Washington,20012,Unknown,1,1865.0
2805,1008618440.0,DC,Washington,20009,Unknown,1,1498.0
2806,1049555569.0,DC,Washington,20002,Unknown,1,1690.0
2807,1049555569.0,DC,Washington,20002,Unknown,2,2550.0
2808,38.87343_rrc2*-rrc_77.00938,DC,Washington,20003,Unknown,0,1979.0
2809,38.87343_rrc2*-rrc_77.00938,DC,Washington,20003,Unknown,1,2399.0
2810,1138499621.0,DC,Washington,20016,Unknown,0,2140.0
2811,1138499621.0,DC,Washington,20016,Unknown,1,2719.0
2812,1138499621.0,DC,Washington,20016,Unknown,2,3727.0
2813,1138499621.0,DC,Washington,20016,Unknown,3,8329.0
2814,1049554783.0,DC,Washington,20005,Unknown,0,2280.0
2815,1049554783.0,DC,Washington,20005,Unknown,1,3135.0
2816,1049554783.0,DC,Washington,20005,Unknown,2,3275.0
2817,2090262363.0,DC,Washington,20002,Unknown,0,1936.0
2818,2090262363.0,DC,Washington,20002,Unknown,1,2948.0
2819,2090262363.0,DC,Washington,20002,Unknown,2,2970.0
2820,2090265548.0,DC,Washington,20002,Unknown,0,1699.0
2821,2090265548.0,DC,Washington,20002,Unknown,1,2009.0
2822,2090265548.0,DC,Washington,20002,Unknown,2,2979.0
2823,1061396251.0,DC,Washington,20009,Unknown,1,3087.0
2824,1061396251.0,DC,Washington,20009,Unknown,2,4598.0
2825,1002068985.0,DC,Washington,20004,Unknown,1,2800.0
2826,1002068985.0,DC,Washington,20004,Unknown,2,3400.0
2827,2090285331.0,DC,Washington,20007,Unknown,0,2380.0
2828,2090285331.0,DC,Washington,20007,Unknown,1,3455.0
2829,2090285331.0,DC,Washington,20007,Unknown,2,3865.0
2830,2090285331.0,DC,Washington,20007,Unknown,3,4925.0
2831,2090285331.0,DC,Washington,20007,Unknown,4,6090.0
2832,1001416919.0,DC,Washington,20009,Unknown,0,1664.0
2833,1001416919.0,DC,Washington,20009,Unknown,1,2183.0
2834,1001416919.0,DC,Washington,20009,Unknown,2,3093.0
2835,1002166192.0,DC,Washington,20011,Unknown,0,1660.0
2836,1002166192.0,DC,Washington,20011,Unknown,1,1925.0
2837,1049547674.0,DC,Washington,20009,Unknown,0,1675.0
2838,1002208803.0,DC,Washington,20001,Unknown,0,1647.0
2839,1002208803.0,DC,Washington,20001,Unknown,1,2321.0
2840,1002208803.0,DC,Washington,20001,Unknown,2,2961.0
2841,1001862846.0,DC,Washington,20001,Unknown,1,3200.0
2842,2455123906.0,DC,Washington,20009,Unknown,0,2296.0
2843,2455123906.0,DC,Washington,20009,Unknown,1,2534.0
2844,2455123906.0,DC,Washington,20009,Unknown,2,7500.0
2845,1150941761.0,DC,Washington,20001,Unknown,1,2100.0
2846,1150941761.0,DC,Washington,20001,Unknown,2,4960.0
2847,1002213145.0,DC,Washington,20009,Unknown,0,1901.0
2848,1001416389.0,DC,Washington,20009,Unknown,0,1595.0
2849,1001416815.0,DC,Washington,20007,Unknown,1,1828.0
2850,1001416815.0,DC,Washington,20007,Unknown,2,2212.0
2851,2568863483.0,DC,Washington,20016,Unknown,0,2615.0
2852,2568863483.0,DC,Washington,20016,Unknown,1,2490.0
2853,2568863483.0,DC,Washington,20016,Unknown,2,3600.0
2854,2568863483.0,DC,Washington,20016,Unknown,3,8467.0
2855,2070768280,DC,Washington,20009,1.0,,
2856,2353152912.0,DC,Washington,20006,Unknown,0,2752.0
2857,2353152912.0,DC,Washington,20006,Unknown,1,2736.0
2858,2353152912.0,DC,Washington,20006,Unknown,2,4481.0
2859,1008632993.0,DC,Washington,20024,Unknown,0,1820.0
2860,1008632993.0,DC,Washington,20024,Unknown,1,2046.0
2861,1008632993.0,DC,Washington,20024,Unknown,2,3128.0
2862,2372274415.0,DC,Washington,20003,Unknown,1,2429.0
2863,2372274415.0,DC,Washington,20003,Unknown,2,4128.0
2864,1001416597.0,DC,Washington,20007,Unknown,1,1509.0
2865,1001416597.0,DC,Washington,20007,Unknown,2,2650.0
2866,1001417182.0,DC,Washington,20016,Unknown,1,2225.0
2867,1001417182.0,DC,Washington,20016,Unknown,2,3375.0
2868,2175079950.0,DC,Washington,20003,Unknown,1,1805.0
2869,2175079950.0,DC,Washington,20003,Unknown,2,2830.0
2870,2079499414,DC,Washington,20010,1.0,,
2871,2353890555.0,DC,Washington,20037,Unknown,1,3720.0
2872,2353890555.0,DC,Washington,20037,Unknown,2,5965.0
2873,1001416756.0,DC,Washington,20005,Unknown,0,2059.0
2874,1001416756.0,DC,Washington,20005,Unknown,1,2619.0
2875,1001416756.0,DC,Washington,20005,Unknown,2,4109.0
2876,1001416760.0,DC,Washington,20005,Unknown,1,2192.0
2877,1001416760.0,DC,Washington,20005,Unknown,2,3066.0
2878,2458121216.0,DC,Washington,20001,Unknown,1,2530.0
2879,2090241970.0,DC,Washington,20001,Unknown,1,1645.0
2880,2090241970.0,DC,Washington,20001,Unknown,2,3254.0
2881,1001603609.0,DC,Washington,20005,Unknown,0,2275.0
2882,1001603609.0,DC,Washington,20005,Unknown,1,3050.0
2883,1001603609.0,DC,Washington,20005,Unknown,2,3840.0
2884,1001603609.0,DC,Washington,20005,Unknown,3,6130.0
2885,1001417352.0,DC,Washington,20020,Unknown,1,905.0
2886,1001417352.0,DC,Washington,20020,Unknown,2,1150.0
2887,1141036152.0,DC,Washington,20007,Unknown,0,2050.0
2888,1141036152.0,DC,Washington,20007,Unknown,1,2380.0
2889,1141036152.0,DC,Washington,20007,Unknown,2,3430.0
2890,1008632172.0,DC,Washington,20001,Unknown,0,979.0
2891,1008632172.0,DC,Washington,20001,Unknown,1,1044.0
2892,1008632172.0,DC,Washington,20001,Unknown,2,1248.0
2893,1002209877.0,DC,Washington,20003,Unknown,1,2855.0
2894,1002209877.0,DC,Washington,20003,Unknown,2,3035.0
2895,2059773771,DC,Washington,20036,1.0,,
2896,2084653418,DC,Washington,20015,1.0,,
2897,1001417082.0,DC,Washington,20009,Unknown,0,1940.0
2898,1001417082.0,DC,Washington,20009,Unknown,1,2267.0
2899,1001417123.0,DC,Washington,20009,Unknown,0,1957.0
2900,1001417123.0,DC,Washington,20009,Unknown,1,2246.0
2901,1001416552.0,DC,Washington,20009,Unknown,0,1983.0
2902,1001416552.0,DC,Washington,20009,Unknown,1,1808.0
2903,1008634376.0,DC,Washington,20002,Unknown,1,1319.0
2904,1008634376.0,DC,Washington,20002,Unknown,2,1563.0
2905,1008634376.0,DC,Washington,20002,Unknown,3,1858.0
2906,2085927973,DC,Washington,20005,1.0,,
2907,1002156181.0,DC,Washington,20005,Unknown,0,1674.0
2908,1001416641.0,DC,Washington,20009,Unknown,1,3143.0
2909,1001416641.0,DC,Washington,20009,Unknown,2,5958.0
2910,2111752446,DC,Washington,20009,2.0,,
2911,1001416453.0,DC,Washington,20037,Unknown,0,1898.0
2912,1001416453.0,DC,Washington,20037,Unknown,1,2470.0
2913,1049554294.0,DC,Washington,20009,Unknown,1,1825.0
2914,2069208470,DC,Washington,20003,1.0,,
2915,1001680581.0,DC,Washington,20007,Unknown,0,1879.0
2916,1001680581.0,DC,Washington,20007,Unknown,1,2525.0
2917,1001680581.0,DC,Washington,20007,Unknown,2,4123.0
2918,1001417492.0,DC,Washington,20008,Unknown,0,2245.0
2919,1001417492.0,DC,Washington,20008,Unknown,1,2443.0
2920,1001417492.0,DC,Washington,20008,Unknown,2,3975.0
2921,2197026413.0,DC,Washington,20001,Unknown,0,1916.0
2922,2197026413.0,DC,Washington,20001,Unknown,1,2033.0
2923,2197026413.0,DC,Washington,20001,Unknown,2,3309.0
2924,2090315018.0,DC,Washington,20009,Unknown,0,1902.0
2925,2090315018.0,DC,Washington,20009,Unknown,1,2220.0
2926,2090315018.0,DC,Washington,20009,Unknown,2,3266.0
2927,1049546921.0,DC,Washington,20009,Unknown,0,1664.0
2928,1049546921.0,DC,Washington,20009,Unknown,1,2156.0
2929,1049546921.0,DC,Washington,20009,Unknown,2,3079.0
2930,2577297389.0,DC,Washington,20024,Unknown,0,1809.0
2931,2577297389.0,DC,Washington,20024,Unknown,1,2701.0
2932,2577297389.0,DC,Washington,20024,Unknown,2,4343.0
2933,2090416924.0,DC,Washington,20037,Unknown,0,2206.0
2934,2090416924.0,DC,Washington,20037,Unknown,1,2928.0
2935,2090416924.0,DC,Washington,20037,Unknown,2,4294.0
2936,2090416924.0,DC,Washington,20037,Unknown,4,10300.0
2937,1001417255.0,DC,Washington,20037,Unknown,0,2000.0
2938,1001417255.0,DC,Washington,20037,Unknown,1,2200.0
2939,1001417255.0,DC,Washington,20037,Unknown,2,3850.0
2940,1151211285.0,DC,Washington,20009,Unknown,0,3266.0
2941,1151211285.0,DC,Washington,20009,Unknown,1,2987.0
2942,1151211285.0,DC,Washington,20009,Unknown,2,7950.0
2943,1008011142.0,DC,Washington,20005,Unknown,0,2075.0
2944,1008011142.0,DC,Washington,20005,Unknown,1,2369.0
2945,1008011142.0,DC,Washington,20005,Unknown,2,3720.0
2946,2079393881,DC,Washington,20001,1.0,,
2947,1008618441.0,DC,Washington,20009,Unknown,0,1712.0
2948,1008618441.0,DC,Washington,20009,Unknown,1,1895.0
2949,1008618441.0,DC,Washington,20009,Unknown,2,3400.0
2950,2575943463.0,DC,Washington,20002,Unknown,1,2396.0
