zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,area,availabilityDate,baths,beds,countryCurrency,hasAdditionalAttributions,hasVideo,hdpData,isHomeRec,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,pgapt,price,sgapt,shouldShowZestimateAsPrice,unformattedPrice,zestimate
2085298809,2085298809,,https://photos.zillowstatic.com/fp/34b27803aa783f24db5a24afb719836a-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/uncommon-chicago-il-9Rysxj/,"{'latitude': 41.85408, 'longitude': -87.62512}",,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,,,"Uncommon, 2101 S Wabash Ave #407, Chicago, IL 60616",2101 S Wabash Ave #407,IL,Chicago,60616,1gzr2mmen6wa6,,False,True,False,True,False,646.0,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2085298809, 'streetAddress': '2101 S Wabash Ave #407', 'zipcode': '60616', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.85408, 'longitude': -87.62512, 'price': 1800.0, 'datePriceChanged': 1675756800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 646.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1977, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1800.0, 'priceChange': 100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 407'}}",False,False,False,False,False,ForRent,"$1,800/mo",For Rent,False,1800.0,
41.974777_rrc2*-rrc_87.65536,41.974777_rrc2*-rrc_87.65536,1001137071,https://photos.zillowstatic.com/fp/c9ddc6c879c3c1736a585f508eccba1a-p_e.jpg,True,FOR_RENT,Uptown Regency - 5050 N Sheridan Rd,/b/uptown-regency-5050-n-sheridan-rd-chicago-il-5XfWhp/,"{'latitude': 41.974777, 'longitude': -87.65536}","[{'price': '$1,280+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Uptown Regency - 5050 N Sheridan Rd,True,"5050 N Sheridan Rd, Chicago, IL",5050 N  Sheridan Rd   Apt 1106,IL,Chicago,60640,1mquwb4xf3qzd,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.89636_rrc2*-rrc_87.62667,41.89636_rrc2*-rrc_87.62667,1001237872,https://photos.zillowstatic.com/fp/5f1f33d7a62499cb652842537a4df393-p_e.jpg,True,FOR_RENT,The Bernardin,/b/the-bernardin-chicago-il-5XgNgy/,"{'latitude': 41.89636, 'longitude': -87.62667}","[{'price': '$2,091+', 'beds': '0'}, {'price': '$3,254+', 'beds': '1'}, {'price': '$4,170+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Bernardin,True,"747 N Wabash Ave, Chicago, IL",747 N  Wabash Ave  Apt 1701,IL,Chicago,60611,2nb0t4mcrwk1y,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.913406_rrc2*-rrc_87.68768,41.913406_rrc2*-rrc_87.68768,2104543869,https://photos.zillowstatic.com/fp/e9ff63a3d3a005585e60a44ccaee3f96-p_e.jpg,True,FOR_RENT,Trailhead Apartments,/b/trailhead-apartments-chicago-il-9S5L4t/,"{'latitude': 41.913406, 'longitude': -87.68768}","[{'price': '$2,612+', 'beds': '1'}, {'price': '$2,842+', 'beds': '2'}, {'price': '$3,825+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Trailhead Apartments,True,"1744 N Western Ave, Chicago, IL",1744 N  Western Ave  # 493b49fd2,IL,Chicago,60647,ghmmjexfgx49,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066697568,2066697568,,https://photos.zillowstatic.com/fp/7a0a7971f35c47d365d9dbab4423d8f1-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/1135-w.-pratt-chicago-il-5XjZYs/,"{'latitude': 42.005547, 'longitude': -87.65973}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"1135 W. Pratt, 1135 W Pratt Blvd, Chicago, IL 60626",1135 W Pratt Blvd #1E3663A3F,IL,Chicago,60626,1ge7cannrh681,,True,True,False,True,False,,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2066697568, 'streetAddress': '1135 W Pratt Blvd #1E3663A3F', 'zipcode': '60626', 'city': 'Chicago', 'state': 'IL', 'latitude': 42.005547, 'longitude': -87.65973, 'price': 1035.0, 'datePriceChanged': 1675152000000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 936, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1035.0, 'priceChange': 200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1e3663a3f'}}",False,False,False,False,False,ForRent,"$1,035+/mo",For Rent,False,1035.0,
41.895344_rrc2*-rrc_87.650444,41.895344_rrc2*-rrc_87.650444,1001472497,https://photos.zillowstatic.com/fp/7652e09e43223c4dd82a523e8c4f7621-p_e.jpg,True,FOR_RENT,Mondial River West,/b/mondial-river-west-chicago-il-5XjNQF/,"{'latitude': 41.895344, 'longitude': -87.650444}","[{'price': '$3,265+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Mondial River West,True,"910 W Huron St, Chicago, IL",910 W  Huron St   # 802,IL,Chicago,60642,v0nwaab36vm2,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.902702_rrc2*-rrc_87.629524,41.902702_rrc2*-rrc_87.629524,1001262481,https://photos.zillowstatic.com/fp/a30b4fe5aaaf768040ea593f72e07c07-p_e.jpg,True,FOR_RENT,1133 North Dearborn,/b/1133-north-dearborn-chicago-il-5XgZxC/,"{'latitude': 41.902702, 'longitude': -87.629524}","[{'price': '$1,821+', 'beds': '0'}, {'price': '$2,279+', 'beds': '1'}, {'price': '$3,169+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,1133 North Dearborn,True,"1133 N Dearborn St, Chicago, IL",1133 N  Dearborn St   Apt 2807,IL,Chicago,60610,4t58bu2qrb6ea,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.853184_rrc2*-rrc_87.62273,41.853184_rrc2*-rrc_87.62273,1001140757,https://photos.zillowstatic.com/fp/c9732c96bd37a9284ca0710741c63784-p_e.jpg,True,FOR_RENT,Arrive LEX,/b/arrive-lex-chicago-il-5XfYG3/,"{'latitude': 41.853184, 'longitude': -87.62273}","[{'price': '$1,880+', 'beds': '1'}, {'price': '$2,640+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Arrive LEX,True,"2138 S Indiana Ave, Chicago, IL",2138 S  Indiana Ave  # T-1411T,IL,Chicago,60616,qfjj1bmyc3g,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.94598_rrc2*-rrc_87.64353,41.94598_rrc2*-rrc_87.64353,1157422,https://photos.zillowstatic.com/fp/e9f6c3a908bcc61a434e881c954feed9-p_e.jpg,True,FOR_RENT,Cornelia & Stratford,/b/cornelia-%26-stratford-chicago-il-Cr4s/,"{'latitude': 41.94598, 'longitude': -87.64353}","[{'price': '$1,010+', 'beds': '0'}, {'price': '$4,160+', 'beds': '3'}, {'price': '$4,115+', 'beds': '4'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Cornelia & Stratford,True,"535 W Cornelia Ave, Chicago, IL",535 W  Cornelia Ave  Apt 8W,IL,Chicago,60657,1w3zb8ttsjynv,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.904198_rrc2*-rrc_87.63623,41.904198_rrc2*-rrc_87.63623,2103882880,https://photos.zillowstatic.com/fp/87cd842ddbb17fa3acd15a785768f85b-p_e.jpg,True,FOR_RENT,The Arthurs of Old Town,/b/the-arthurs-of-old-town-chicago-il-9RxhmK/,"{'latitude': 41.904198, 'longitude': -87.63623}","[{'price': '$2,574+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Arthurs of Old Town,True,"300 W Division St, Chicago, IL",300 W  Division St   # c021ac2d4,IL,Chicago,60610,tze98248ckdu,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.87773_rrc2*-rrc_87.64295,41.87773_rrc2*-rrc_87.64295,1144821865,https://photos.zillowstatic.com/fp/aca83bdf7ef60c1b8ea72cf37046c308-p_e.jpg,True,FOR_RENT,JeffJack Apartments,/b/jeffjack-apartments-chicago-il-64ZqRX/,"{'latitude': 41.87773, 'longitude': -87.64295}","[{'price': '$2,037+', 'beds': '0'}, {'price': '$2,302+', 'beds': '1'}, {'price': '$3,123+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,JeffJack Apartments,True,"601 W Jackson Blvd, Chicago, IL",601 W  Jackson Blvd # 411,IL,Chicago,60661,1yr398y9rxre7,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.982998_rrc2*-rrc_87.65559,41.982998_rrc2*-rrc_87.65559,2104452330,https://photos.zillowstatic.com/fp/d28e58684f27894946f9a8cf9ff0f95a-p_e.jpg,True,FOR_RENT,5536 Sheridan,/b/5536-sheridan-chicago-il-9S4Xwk/,"{'latitude': 41.982998, 'longitude': -87.65559}","[{'price': '$1,590+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,5536 Sheridan,True,"5536 N Sheridan Rd, Chicago, IL",5536 N  Sheridan Rd   # 503,IL,Chicago,60640,1t025tqhz3j9f,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.95409_rrc2*-rrc_87.668396,41.95409_rrc2*-rrc_87.668396,2172168140,https://photos.zillowstatic.com/fp/f51bd737f038362af83187514075b5b4-p_e.jpg,True,FOR_RENT,1521-23 W. Irving Park Rd.,/b/1521-23-w.-irving-park-rd.-chicago-il-9gp874/,"{'latitude': 41.95409, 'longitude': -87.668396}","[{'price': '$3,150+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,1521-23 W. Irving Park Rd.,True,"1521 W Irving Park, Chicago, IL",1521 W  Irving Park # 1523-1W,IL,Chicago,60613,a1137rr7eeed,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.856243_rrc2*-rrc_87.62538,41.856243_rrc2*-rrc_87.62538,1001192592,https://photos.zillowstatic.com/fp/56d0250a73414d3262c87d897cf940a5-p_e.jpg,True,FOR_RENT,Arrive South Loop,/b/arrive-south-loop-chicago-il-5Xfzqt/,"{'latitude': 41.856243, 'longitude': -87.62538}","[{'price': '$2,030+', 'beds': '1'}, {'price': '$2,440+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Arrive South Loop,True,"1935 S Wabash Ave, Chicago, IL",1935 S  Wabash Ave  # 1-219,IL,Chicago,60616,274ssjutpu35p,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.941765_rrc2*-rrc_87.65287,41.941765_rrc2*-rrc_87.65287,2513285655,https://photos.zillowstatic.com/fp/9cd47d30850c7696914e840735cb77a9-p_e.jpg,True,FOR_RENT,Panorama Apartments,/b/panorama-apartments-chicago-il-BtyZCz/,"{'latitude': 41.941765, 'longitude': -87.65287}","[{'price': '$2,225+', 'beds': '1'}, {'price': '$2,925+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Panorama Apartments,True,"918 W School St, Chicago, IL",918 W  School St   # 620,IL,Chicago,60657,2bp7asxa1xx9j,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.892002_rrc2*-rrc_87.6467,41.892002_rrc2*-rrc_87.6467,2104642004,https://photos.zillowstatic.com/fp/b0d7230aa6cb32ad09193efde0b5011c-p_e.jpg,True,FOR_RENT,Seven 10 West,/b/seven-10-west-chicago-il-9S69wd/,"{'latitude': 41.892002, 'longitude': -87.6467}","[{'price': '$1,975+', 'beds': '0'}, {'price': '$2,395+', 'beds': '1'}, {'price': '$2,895+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Seven 10 West,True,"710 W Grand Ave, Chicago, IL",710 W  Grand Ave  Unit 610,IL,Chicago,60654,4j94awwpwaw77,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.93519_rrc2*-rrc_87.642914,41.93519_rrc2*-rrc_87.642914,1001389487,https://photos.zillowstatic.com/fp/cbceee427911919f1b6dc8ed4e038fac-p_e.jpg,True,FOR_RENT,Oakdale Terrace - 525 W Oakdale Ave,/b/oakdale-terrace-525-w-oakdale-ave-chicago-il-5Xhfr9/,"{'latitude': 41.93519, 'longitude': -87.642914}","[{'price': '$1,063+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Oakdale Terrace - 525 W Oakdale Ave,True,"525 W Oakdale Ave, Chicago, IL",525 W  Oakdale Ave  Apt 208,IL,Chicago,60657,1qfjtazdnydb4,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.95328_rrc2*-rrc_87.64625,41.95328_rrc2*-rrc_87.64625,1001217682,https://photos.zillowstatic.com/fp/8ac0e475fc9346a04a0c5b7147971ada-p_e.jpg,True,FOR_RENT,Sheridan Shores,/b/sheridan-shores-chicago-il-5XgDHw/,"{'latitude': 41.95328, 'longitude': -87.64625}","[{'price': '$1,210+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Sheridan Shores,True,"640 W Sheridan Rd, Chicago, IL",640 W  Sheridan Rd   # 640311,IL,Chicago,60613,kmh2642j2bkq,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.890915_rrc2*-rrc_87.61581,41.890915_rrc2*-rrc_87.61581,1113230,https://photos.zillowstatic.com/fp/3207a30ccc4c6bf15ecf942952108438-p_e.jpg,True,FOR_RENT,Lofts At River East,/b/lofts-at-river-east-chicago-il-CSdz/,"{'latitude': 41.890915, 'longitude': -87.61581}","[{'price': '$2,120+', 'beds': '0'}, {'price': '$2,575+', 'beds': '1'}, {'price': '$3,810+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Lofts At River East,True,"445 E Illinois St, Chicago, IL",445 E  Illinois St   # 4455604,IL,Chicago,60611,54bytx5rder0m,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066540717,2066540717,,https://photos.zillowstatic.com/fp/7fe10d614b5bfb6e0c10113702ec8b11-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/517-w.-oakdale-chicago-il-5XctKq/,"{'latitude': 41.93502, 'longitude': -87.640175}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"517 W. Oakdale, 517 W Oakdale Ave, Chicago, IL 60657",517 W Oakdale Ave #932C8B017,IL,Chicago,60657,592asqs6e4asq,,True,True,False,True,False,,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2066540717, 'streetAddress': '517 W Oakdale Ave #932C8B017', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.93502, 'longitude': -87.640175, 'price': 1615.0, 'datePriceChanged': 1675756800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1615.0, 'priceChange': 20, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 932c8b017'}}",False,False,False,False,False,ForRent,"$1,615+/mo",For Rent,False,1615.0,
41.89821_rrc2*-rrc_87.631744,41.89821_rrc2*-rrc_87.631744,1001445726,https://photos.zillowstatic.com/fp/50eea03342d7d42ac9a1f0b28f020c85-p_e.jpg,True,FOR_RENT,100 West Chestnut,/b/100-west-chestnut-chicago-il-5Xj9Gt/,"{'latitude': 41.89821, 'longitude': -87.631744}","[{'price': '$2,006+', 'beds': '1'}, {'price': '$3,199+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,100 West Chestnut,True,"100 W Chestnut St, Chicago, IL",100 W  Chestnut St   # 3cbf509fe,IL,Chicago,60610,1uz04xk0ymjc5,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066756255,2066756255,,https://photos.zillowstatic.com/fp/8fd7ebecf16e6bd60c7855f6dfe5a48d-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/6720-n.-sheridan-chicago-il-Brx7/,"{'latitude': 42.00413, 'longitude': -87.661255}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"6720 N. Sheridan, 6720 N Sheridan Rd, Chicago, IL 60626",6720 N Sheridan Rd #7D5D3AB83,IL,Chicago,60626,55tveakqgeqzd,,True,True,False,True,False,,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2066756255, 'streetAddress': '6720 N Sheridan Rd #7D5D3AB83', 'zipcode': '60626', 'city': 'Chicago', 'state': 'IL', 'latitude': 42.00413, 'longitude': -87.661255, 'price': 1135.0, 'datePriceChanged': 1672214400000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1135.0, 'priceChange': 20, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 7d5d3ab83'}}",False,False,False,False,False,ForRent,"$1,135+/mo",For Rent,False,1135.0,
41.867043_rrc2*-rrc_87.62465,41.867043_rrc2*-rrc_87.62465,1001372676,https://photos.zillowstatic.com/fp/80f13f7a9d6084d8e7dd742d5ab2d8e9-p_e.jpg,True,FOR_RENT,Park Michigan - 1212 S Michigan Ave,/b/park-michigan-1212-s-michigan-ave-chicago-il-5XhWr5/,"{'latitude': 41.867043, 'longitude': -87.62465}","[{'price': '$1,622+', 'beds': '0'}, {'price': '$1,838+', 'beds': '1'}, {'price': '$2,546+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Park Michigan - 1212 S Michigan Ave,True,"1212 S Michigan Ave, Chicago, IL",1212 S  Michigan Ave  Apt 807,IL,Chicago,60605,2njesfcvawdc5,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.80276_rrc2*-rrc_87.59447,41.80276_rrc2*-rrc_87.59447,1216576,https://photos.zillowstatic.com/fp/2c9a0b753cd3baadeda0838d7f26630e-p_e.jpg,True,FOR_RENT,The Trilogy at Hyde Park,/b/the-trilogy-at-hyde-park-chicago-il-DLh6/,"{'latitude': 41.80276, 'longitude': -87.59447}","[{'price': '$1,375+', 'beds': '1'}, {'price': '$2,450+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,The Trilogy at Hyde Park,True,"1310 E Hyde Park Blvd, Chicago, IL",1310 E  Hyde Park Blvd # 1322-2,IL,Chicago,60615,3pa0y069ebzy1,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.870827_rrc2*-rrc_87.62709,41.870827_rrc2*-rrc_87.62709,1001139913,https://photos.zillowstatic.com/fp/896c07490f63d80b61c27b208f104b06-p_e.jpg,True,FOR_RENT,Astoria Tower,/b/astoria-tower-chicago-il-5XfXtp/,"{'latitude': 41.870827, 'longitude': -87.62709}","[{'price': '$1,839+', 'beds': '0'}, {'price': '$2,049+', 'beds': '1'}, {'price': '$2,939+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Astoria Tower,True,"8 E 9th St, Chicago, IL",8 E  9th St   # 9961d2888,IL,Chicago,60605,2n5reqgqzv4zm,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.933838_rrc2*-rrc_87.64034,41.933838_rrc2*-rrc_87.64034,1001134188,https://photos.zillowstatic.com/fp/37cc4394af930e1ba536410c9530519d-p_e.jpg,True,FOR_RENT,Reside on Surf,/b/reside-on-surf-chicago-il-5XfVVy/,"{'latitude': 41.933838, 'longitude': -87.64034}","[{'price': '$1,495+', 'beds': '0'}, {'price': '$2,423+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Reside on Surf,True,"425 W Surf St, Chicago, IL",425 W  Surf St   Apt 313,IL,Chicago,60657,fy8jtr5vvdr1,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
42.00827_rrc2*-rrc_87.6655,42.00827_rrc2*-rrc_87.6655,1001453169,https://photos.zillowstatic.com/fp/4024e58f0b7f4070ba0a8e408cc5a54c-p_e.jpg,True,FOR_RENT,Reside on Morse,/b/reside-on-morse-chicago-il-5XjDMn/,"{'latitude': 42.00827, 'longitude': -87.6655}","[{'price': '$1,146+', 'beds': '0'}, {'price': '$1,375+', 'beds': '1'}, {'price': '$1,987+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Reside on Morse,True,"1340 W Morse Ave, Chicago, IL",1340 W  Morse Ave  # 1-0305,IL,Chicago,60626,4tv1861g1yjyh,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.880966_rrc2*-rrc_87.65253,41.880966_rrc2*-rrc_87.65253,1114222,https://photos.zillowstatic.com/fp/6aa1bf5ee6a96891915776a640019144-p_e.jpg,True,FOR_RENT,24 S Morgan Apartments,/b/24-s-morgan-apartments-chicago-il-CT5F/,"{'latitude': 41.880966, 'longitude': -87.65253}","[{'price': '$2,505+', 'beds': '1'}, {'price': '$3,310+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,24 S Morgan Apartments,True,"24 S Morgan St, Chicago, IL",24 S  Morgan St   Apt 606,IL,Chicago,60607,397fxwddzh2y8,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.832844_rrc2*-rrc_87.60949,41.832844_rrc2*-rrc_87.60949,1131063,https://photos.zillowstatic.com/fp/79f04aa3c17363cdbf1e85ac66595b9d-p_e.jpg,True,FOR_RENT,Woodland Park by the Lake,/b/woodland-park-by-the-lake-chicago-il-Cc5w/,"{'latitude': 41.832844, 'longitude': -87.60949}","[{'price': '$1,786+', 'beds': '2'}, {'price': '$2,795+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Woodland Park by the Lake,True,"3423 S Cottage Grove Ave, Chicago, IL",3423 S  Cottage Grove Ave  # 637-401,IL,Chicago,60616,exruc86j0g59,False,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.965794_rrc2*-rrc_87.65045,41.965794_rrc2*-rrc_87.65045,1001448752,https://photos.zillowstatic.com/fp/52593276158223da3f43b9309d8b482b-p_e.jpg,True,FOR_RENT,Covington - 4600 N Clarendon Ave,/b/covington-4600-n-clarendon-ave-chicago-il-5XjBWd/,"{'latitude': 41.965794, 'longitude': -87.65045}","[{'price': '$1,257+', 'beds': '0'}, {'price': '$1,482+', 'beds': '1'}, {'price': '$1,872+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Covington - 4600 N Clarendon Ave,True,"4600 N Clarendon Ave, Chicago, IL",4600 N  Clarendon Ave  Apt 703,IL,Chicago,60640,34hcrxsyss3eb,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.902153_rrc2*-rrc_87.629456,41.902153_rrc2*-rrc_87.629456,1001273093,https://photos.zillowstatic.com/fp/7b2b43a0cd05953951990ddce2bcf12f-p_e.jpg,True,FOR_RENT,1111 N Dearborn,/b/1111-n-dearborn-chicago-il-5XggMm/,"{'latitude': 41.902153, 'longitude': -87.629456}","[{'price': '$1,699+', 'beds': '0'}, {'price': '$1,995+', 'beds': '1'}, {'price': '$3,952+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,1111 N Dearborn,True,"1111 N Dearborn St, Chicago, IL",1111 N  Dearborn St   # 1042812,IL,Chicago,60610,1sesz1s89adjb,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.951717_rrc2*-rrc_87.64611,41.951717_rrc2*-rrc_87.64611,1000963468,https://photos.zillowstatic.com/fp/aceda058bb074b43b3b1b8ea2cd3efde-p_e.jpg,True,FOR_RENT,Grace Street Towers,/b/grace-street-towers-chicago-il-5Xd4Pt/,"{'latitude': 41.951717, 'longitude': -87.64611}","[{'price': '$1,250+', 'beds': '0'}, {'price': '$1,475+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Grace Street Towers,True,"635 W Grace St, Chicago, IL",635 W  Grace St   # a6eb05077,IL,Chicago,60613,vdqqtk8v6a46,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.989124_rrc2*-rrc_87.657166,41.989124_rrc2*-rrc_87.657166,983138,https://photos.zillowstatic.com/fp/3393f952350dce288ad86b6c32f9b4d9-p_e.jpg,True,FOR_RENT,The Kenmore on Edgewater,/b/the-kenmore-on-edgewater-chicago-il-BMT4/,"{'latitude': 41.989124, 'longitude': -87.657166}","[{'price': '$1,225+', 'beds': '0'}, {'price': '$1,500+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Kenmore on Edgewater,True,"5860 N Kenmore Ave, Chicago, IL",5860 N  Kenmore Ave  Apt 503,IL,Chicago,60660,48ps09xk67nd5,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2064247787,2064247787,,https://photos.zillowstatic.com/fp/0db481b173c6e39e574d43775378e95d-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/term-chicago-il-CDYX/,"{'latitude': 41.87488, 'longitude': -87.628944}",,"{'type': 'TIME_ON_INFO', 'text': '99 days ago', 'data': {'isFresh': False}}",,,,"Term, 537 S Dearborn St, Chicago, IL 60605",537 S Dearborn St #CDAF1D198,IL,Chicago,60605,qcph5j7y37fx,,False,True,False,True,False,1325.0,,2.0,2.0,$,False,False,"{'homeInfo': {'zpid': 2064247787, 'streetAddress': '537 S Dearborn St #CDAF1D198', 'zipcode': '60605', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.87488, 'longitude': -87.628944, 'price': 5000.0, 'datePriceChanged': 1658646000000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1325.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 3456, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5000.0, 'priceChange': 2705, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# cdaf1d198'}}",False,False,False,False,False,ForRent,"$5,000+/mo",For Rent,False,5000.0,
